Text,Sentiment,User,Platform,Hashtags,Retweets,Likes,Country,Hour,Date,Time
" Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ",Yearning,Vanishedsunset,Facebook,#Yearning #Huesofsunset,10.0,20.0,Australia,16,2020-04-18,16:15:00
" Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ",Fearful,Nightprisoner,Twitter,#Fearful #Lurkingmonsters,18.0,36.0,India,3,2023-01-07,03:30:00
" Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ",Apprehensive,Windwhisperer,Instagram,#Apprehensive #Stormofdoubt,14.0,28.0,Canada,10,2021-06-10,10:00:00
" Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ",Overwhelmed,Mazeexplorer,Facebook,#Overwhelmed #Minotaurofpressure,22.0,44.0,Usa,15,2020-02-22,15:20:00
" Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ",Jealous,Woundedgarden,Twitter,#Jealous #Bloomingachievements,16.0,32.0,Uk,14,2018-03-17,14:45:00
" Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ",Devastated,Ruinedheart,Instagram,#Devastated #Echoesofshattereddreams,25.0,50.0,Australia,11,2022-10-28,11:15:00
" Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ",Frustrated,Knotuntangler,Facebook,#Frustrated #Labyrinthofmiscommunication,14.0,28.0,India,12,2020-11-01,12:30:00
" Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",Envious,Elusivekeys,Twitter,#Envious #Desireforkeys,20.0,40.0,Usa,22,2021-01-15,22:10:00
" Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",Dismissive,Indifferentfort,Instagram,#Dismissive #Indifferenceperformance,12.0,24.0,Australia,14,2018-08-18,14:00:00
" Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",Frustrated,Dreammosaic,Twitter,#Frustrated #Mosaicofdisappointment,15.0,30.0,Canada,11,2022-01-07,11:10:00
" Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",Loneliness,Nocturnalecho,Facebook,#Loneliness #Solitarynocturne,18.0,36.0,Australia,3,2019-09-19,03:30:00
Awe-struck by the breathtaking sunrise over the mountains.      ,Awe,Natureadmirer,Instagram,#Awe #Breathtakingsunrise,28.0,55.0,Usa,6,2022-04-03,06:15:00
Navigating through the challenges with determination.          ,Determination,Goalpursuer,Twitter,#Determination #Challenges,15.0,30.0,Canada,10,2023-10-12,10:30:00
Nostalgia hits while flipping through an old photo album.     ,Nostalgia,Memorylane,Facebook,#Nostalgia #Oldmemories,22.0,45.0,Uk,19,2019-06-28,19:00:00
Thrilled to witness the grandeur of a cultural festival.       ,Thrill,Cultureenthusiast,Instagram,#Thrill #Culturalcelebration,40.0,80.0,India,14,2020-09-15,14:45:00
Calmness found in the rhythm of raindrops on the windowpane.   ,Calmness,Rainwatcher,Twitter,#Calmness #Rainydays,18.0,35.0,Australia,21,2017-11-08,21:20:00
Overwhelmed by the support received during a personal challenge.,Overwhelmed,Personaljourney,Facebook,#Overwhelmed #Supportivecommunity,25.0,50.0,Usa,17,2021-05-20,17:30:00
Excitement builds as the countdown to a long-awaited vacation begins. ,Excitement,Vacationdreamer,Instagram,#Excitement #Vacationcountdown,30.0,60.0,France,12,2023-01-10,12:00:00
"Reflecting on life's journey, grateful for the lessons learned. ",Gratitude,Lifelearner,Twitter,#Gratitude #Lifelessons,35.0,70.0,Brazil,8,2018-12-05,08:45:00
Bittersweet emotions arise while bidding farewell to a dear friend. ,Bittersweet,Farewellsender,Instagram,#Bittersweet #Farewell,20.0,40.0,Japan,18,2020-03-15,18:30:00
Curiosity sparked by exploring a mysterious ancient ruin.      ,Curiosity,Historyexplorer,Facebook,#Curiosity #Ancientdiscovery,18.0,35.0,Greece,15,2016-08-22,15:10:00
Admiration for the intricate details of a handcrafted masterpiece. ,Admiration,Craftenthusiast,Instagram,#Admiration #Handcraftedart,25.0,50.0,Usa,16,2019-08-20,16:00:00
Overjoyed by the warmth of a cozy fireplace on a winter evening.   ,Overjoyed,Winterlover,Twitter,#Overjoyed #Winterwarmth,18.0,35.0,Canada,19,2021-12-08,19:30:00
Inspiration strikes while observing the colors of a vibrant sunset.,Inspiration,Sunsetwatcher,Instagram,#Inspiration #Colorfulsunset,30.0,60.0,Uk,20,2020-06-10,20:45:00
Motivated to achieve fitness goals after an invigorating workout.  ,Motivation,Fitnessjunkie,Facebook,#Motivation #Fitnessgoals,40.0,80.0,Australia,7,2022-02-28,07:15:00
Gratitude for the simple joys found in a cup of morning coffee.    ,Gratitude,Coffeelover,Twitter,#Gratitude #Morningcoffee,22.0,45.0,India,8,2017-04-15,08:00:00
Feeling empowered after conquering a challenging hiking trail.     ,Empowerment,Hikingexplorer,Instagram,#Empowerment #Hikingadventure,35.0,70.0,Usa,14,2018-09-05,14:20:00
Amused by the antics of playful kittens during playtime.           ,Amusement,Kittyobserver,Facebook,#Amusement #Playfulkittens,15.0,30.0,Canada,12,2022-10-22,12:45:00
Contemplating life's mysteries under the starry night sky.         ,Contemplation,Stargazer,Twitter,#Contemplation #Starrynight,28.0,55.0,Uk,23,2016-07-02,23:30:00
Joyful reunion with long-lost friends after years of separation.   ,Joyfulreunion,Friendshiprenewal,Instagram,#Joyfulreunion #Friendship,20.0,40.0,India,17,2020-11-18,17:10:00
Excitement builds while preparing for a surprise celebration.     ,Excitement,Celebrationplanner,Facebook,#Excitement #Surprisecelebration,30.0,60.0,Australia,15,2023-03-05,15:00:00
Satisfaction derived from successfully completing a DIY project.  ,Satisfaction,Diyenthusiast,Twitter,#Satisfaction #Diyproject,25.0,50.0,Usa,11,2015-12-01,11:30:00
Feeling blessed for the supportive community in times of need.    ,Blessed,Communityhelper,Instagram,#Blessed #Supportivecommunity,18.0,35.0,Uk,9,2021-09-10,09:45:00
Captivated by the serenity of a tranquil garden in full bloom.     ,Serenity,Gardenenthusiast,Facebook,#Serenity #Tranquilgarden,22.0,45.0,Canada,14,2018-05-12,14:20:00
Anticipation for an upcoming adventure in an exotic destination.   ,Anticipation,Wanderlust,Twitter,#Anticipation #Adventureawaits,40.0,80.0,India,10,2022-07-25,10:00:00
Reflecting on personal growth achieved through life experiences.  ,Reflection,Growthseeker,Instagram,#Reflection #Personalgrowth,35.0,70.0,Usa,18,2019-03-08,18:30:00
Nostalgic memories flood in while revisiting childhood favorites. ,Nostalgia,Childhoodmemories,Facebook,#Nostalgia #Childhoodfavorites,20.0,40.0,Australia,21,2017-01-28,21:15:00
Appreciation for the vibrant culture experienced during travel.   ,Appreciation,Cultureexplorer,Twitter,#Appreciation #Culturalexperience,28.0,55.0,Uk,13,2016-11-14,13:45:00
Confidence soars after overcoming public speaking anxiety.       ,Confidence,Publicspeaker,Instagram,#Confidence #Overcominganxiety,15.0,30.0,Usa,17,2020-04-02,17:30:00
Contentment in the midst of a family gathering filled with laughter. ,Contentment,Familycelebration,Facebook,#Contentment #Familylaughter,25.0,50.0,Canada,19,2023-01-15,19:00:00
Enthusiasm for learning new skills and expanding knowledge.      ,Enthusiasm,Lifelonglearner,Twitter,#Enthusiasm #Skillbuilding,30.0,60.0,India,12,2018-08-07,12:15:00
Surprise and delight at discovering a hidden gem in the city.    ,Surprise,Cityexplorer,Instagram,#Surprise #Hiddengem,18.0,35.0,Uk,16,2019-10-18,16:45:00
A sense of accomplishment after completing a challenging workout.,Accomplishment,Fitnessachiever,Facebook,#Accomplishment #Fitnesssuccess,22.0,45.0,Australia,7,2022-06-30,07:00:00
Wonderment at the beauty of a double rainbow after the rain.     ,Wonderment,Rainbowchaser,Twitter,#Wonderment #Doublerainbow,35.0,70.0,Usa,18,2017-06-12,18:20:00
Optimism for a bright future amidst challenging times.           ,Optimism,Futureoptimist,Instagram,#Optimism #Brightfuture,20.0,40.0,Canada,9,2021-07-05,09:30:00
Pride in achieving a personal milestone in career progression.   ,Pride,Careerachiever,Facebook,#Pride #Careermilestone,28.0,55.0,Uk,14,2016-04-15,14:50:00
Happiness blooms like flowers in a garden on a sunny day.        ,Happiness,Sunnydayenthusiast,Twitter,#Happiness #Sunnyday,15.0,30.0,India,11,2020-02-10,11:15:00
Elation over discovering a rare book in a quaint bookstore.      ,Elation,Bookworm,Instagram,#Elation #Rarebookdiscovery,40.0,80.0,Usa,16,2018-09-22,16:30:00
Curiosity piqued by the mysteries of an ancient archaeological site.,Curiosity,Archaeologyenthusiast,Facebook,#Curiosity #Ancientmysteries,18.0,35.0,Australia,10,2015-11-08,10:00:00
Mesmerized by the cosmic dance of fireflies on a moonlit night.    ,Enchantment,Nightskyobserver,Instagram,#Enchantment #Cosmicfireflies,25.0,50.0,Brazil,22,2022-08-10,22:00:00
Intrigued by the symphony of colors in an abstract art exhibition. ,Intrigue,Artconnoisseur,Twitter,#Intrigue #Abstractart,18.0,35.0,France,17,2019-04-05,17:30:00
Giggles and joy echo in the air during a children's playdate.      ,Playfuljoy,Playfulparent,Facebook,#Playfuljoy #Childrensplaydate,22.0,45.0,Japan,15,2020-12-15,15:45:00
Enveloped in serenity while practicing mindfulness by the lake.    ,Mindfulness,Zenseeker,Instagram,#Mindfulness #Laketranquility,35.0,70.0,Canada,8,2017-10-20,08:15:00
Chasing dreams like a kite soaring high in the vast open sky.      ,Dreamchaser,Skydreamer,Twitter,#Dreamchaser #Skyhighdreams,30.0,60.0,Australia,13,2021-02-28,13:00:00
Spellbound by the elegance of a ballroom dance under crystal chandeliers. ,Elegance,Danceenthusiast,Facebook,#Elegance #Ballroomdance,28.0,55.0,Uk,20,2018-06-12,20:30:00
Whimsical delight in a world of fairy tales and magical creatures.  ,Whimsy,Fairytaleexplorer,Instagram,#Whimsy #Magicalworld,20.0,40.0,Usa,14,2016-03-08,14:20:00
Pensive contemplation amid the ancient ruins of a forgotten civilization. ,Pensive,Ruinsexplorer,Twitter,#Pensive #Ancientcivilization,18.0,35.0,Greece,17,2023-04-18,17:10:00
Embracing the thrill of speed on a rollercoaster's exhilarating twists. ,Thrill,Rollercoasterfan,Facebook,#Thrill #Rollercoasteradventure,22.0,45.0,Germany,12,2020-07-25,12:45:00
Harmony resonates as musicians play a melody of unity and togetherness. ,Harmony,Musicharmonist,Instagram,#Harmony #Musicalunity,35.0,70.0,Sweden,19,2019-11-30,19:30:00
A burst of creativity in the quiet solitude of an artist's studio.  ,Creativity,Studioartist,Twitter,#Creativity #Artistshaven,15.0,30.0,Italy,16,2015-09-01,16:00:00
Radiant joy akin to blooming flowers on a sun-kissed spring morning. ,Radiance,Springenthusiast,Facebook,#Radiance #Springblooms,25.0,50.0,Netherlands,10,2022-05-05,10:15:00
A sense of wonder at the vastness of the cosmos on a stargazing night. ,Wonder,Cosmosexplorer,Instagram,#Wonder #Stargazingadventure,40.0,80.0,South Africa,23,2018-07-08,23:00:00
Rejuvenated by the salty breeze and the sound of waves at the seaside. ,Rejuvenation,Seabreezelover,Twitter,#Rejuvenation #Seasideescape,18.0,35.0,Spain,14,2021-09-20,14:30:00
Whispers of inspiration from the rustling leaves in a serene forest. ,Inspiration,Forestdreamer,Facebook,#Inspiration #Forestwhispers,28.0,55.0,Portugal,11,2016-11-15,11:45:00
Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,Coziness,Winterwarmth,Instagram,#Coziness #Warmwinterevening,30.0,60.0,Switzerland,18,2020-01-12,18:00:00
Heartfelt gratitude for the laughter shared during a family reunion. ,Gratitude,Familygatherer,Facebook,#Gratitude #Familylaughter,22.0,45.0,Austria,19,2017-12-28,19:15:00
"Embarking on a culinary adventure, savoring exotic flavors around the world. ",Adventure,Culinaryexplorer,Twitter,#Adventure #Culinaryjourney,35.0,70.0,Belgium,20,2019-03-02,20:20:00
Euphoria floods in as the final puzzle piece clicks into place.       ,Euphoria,Puzzlesolver,Instagram,#Euphoria #Puzzlecompletion,20.0,40.0,Denmark,15,2022-06-08,15:30:00
Awe-inspired by the grandeur of an ancient cathedral's intricate architecture. ,Awe,Cathedralvisitor,Facebook,#Awe #Architecturalgrandeur,18.0,35.0,Czech Republic,14,2018-08-18,14:45:00
Captivated by the ethereal beauty of a field filled with fireflies. ,Enchantment,Nightskyobserver,Instagram,#Enchantment #Fireflyfield,25.0,50.0,Brazil,22,2022-08-10,22:00:00
Immersed in the enchanting melodies of a street musician's violin. ,Melodic,Musiclover,Twitter,#Melodic #Streetmusic,18.0,35.0,France,17,2019-04-05,17:30:00
Joyful laughter resonates through a lively summer carnival.         ,Festivejoy,Carnivalgoer,Facebook,#Festivejoy #Summercarnival,22.0,45.0,Japan,15,2020-12-15,15:45:00
Exploring the universe within during a mindful meditation session. ,Innerjourney,Mindfulexplorer,Instagram,#Innerjourney #Meditationbliss,35.0,70.0,Canada,8,2017-10-20,08:15:00
Soaring like a free spirit on the winds of a coastal cliff.        ,Freedom,Coastalexplorer,Twitter,#Freedom #Coastaladventure,30.0,60.0,Australia,13,2021-02-28,13:00:00
Dazzled by the elegance of a masquerade ball's dazzling costumes. ,Dazzle,Masqueradeattendee,Facebook,#Dazzle #Masqueradeelegance,28.0,55.0,Uk,20,2018-06-12,20:30:00
Whimsical delight in a world of whimsical fairy tales.             ,Whimsy,Fairytaleadventurer,Instagram,#Whimsy #Fairytalemagic,20.0,40.0,Usa,14,2016-03-08,14:20:00
Reflective contemplation amid the ruins of a forgotten era.        ,Reflection,Ruinsexplorer,Twitter,#Reflection #Forgottenera,18.0,35.0,Greece,17,2023-04-18,17:10:00
Riding the adrenaline rush on a rollercoaster's wild twists.      ,Adrenaline,Thrillseeker,Facebook,#Adrenaline #Rollercoasterthrills,22.0,45.0,Germany,12,2020-07-25,12:45:00
Harmony resonates as musicians play a symphony of unity.           ,Harmony,Musicharmonist,Instagram,#Harmony #Musicalunity,35.0,70.0,Sweden,19,2019-11-30,19:30:00
A burst of artistic creativity in the quietude of an artist's studio. ,Artisticburst,Studioartist,Twitter,#Artisticburst #Studiocreativity,15.0,30.0,Italy,16,2015-09-01,16:00:00
Radiant joy akin to blossoming flowers on a sunlit spring morning. ,Radiance,Springenthusiast,Facebook,#Radiance #Springblooms,25.0,50.0,Netherlands,10,2022-05-05,10:15:00
Awe-inspired by the vastness of the cosmos on a stargazing night.   ,Wonder,Cosmosexplorer,Instagram,#Wonder #Stargazingadventure,40.0,80.0,South Africa,23,2018-07-08,23:00:00
Rejuvenated by the salty breeze and the sound of waves at the seaside. ,Rejuvenation,Seabreezelover,Twitter,#Rejuvenation #Seasideescape,18.0,35.0,Spain,14,2021-09-20,14:30:00
Whispers of inspiration from the rustling leaves in a serene forest. ,Inspiration,Forestdreamer,Facebook,#Inspiration #Forestwhispers,28.0,55.0,Portugal,11,2016-11-15,11:45:00
Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,Coziness,Winterwarmth,Instagram,#Coziness #Warmwinterevening,30.0,60.0,Switzerland,18,2020-01-12,18:00:00
Heartfelt gratitude for the laughter shared during a family reunion. ,Gratitude,Familygatherer,Facebook,#Gratitude #Familylaughter,22.0,45.0,Austria,19,2017-12-28,19:15:00
"Embarking on a culinary odyssey, savoring flavors around the world. ",Culinaryodyssey,Culinaryexplorer,Twitter,#Culinaryodyssey #Flavorsaroundtheworld,35.0,70.0,Belgium,20,2019-03-02,20:20:00
Euphoria floods in as the final puzzle piece fits perfectly.       ,Euphoria,Puzzlesolver,Instagram,#Euphoria #Perfectpuzzle,20.0,40.0,Denmark,15,2022-06-08,15:30:00
Awe-struck by the grandeur of an ancient cathedral's intricate architecture. ,Awe,Cathedralvisitor,Facebook,#Awe #Architecturalgrandeur,18.0,35.0,Czech Republic,14,2018-08-18,14:45:00
Curiosity awakened by the mysteries of an ancient archaeological site. ,Curiosity,Archaeologyenthusiast,Instagram,#Curiosity #Ancientmysteries,18.0,35.0,Australia,10,2015-11-08,10:00:00
Giddy with excitement as the first snowflakes dance from the sky. ,Excitement,Snowfallenthusiast,Twitter,#Excitement #Snowfallmagic,22.0,45.0,Canada,17,2020-12-02,17:30:00
Contentment envelops as the aroma of freshly baked bread fills the air. ,Contentment,Breadlover,Instagram,#Contentment #Freshbreadaroma,28.0,55.0,France,12,2017-06-10,12:15:00
Inspired by the resilience of a lone tree standing tall in a storm. ,Resilience,Natureresilient,Facebook,#Resilience #Standingtall,35.0,70.0,Usa,14,2021-04-15,14:20:00
"Lost in the pages of a captivating novel, transported to another world. ",Immersion,Bookworm,Twitter,#Immersion #Captivatingnovel,20.0,40.0,Uk,19,2019-09-28,19:45:00
Drenched in nostalgia while flipping through an old family photo album. ,Nostalgia,Familyhistorian,Instagram,#Nostalgia #Familyphotoalbum,25.0,50.0,India,21,2016-12-05,21:00:00
Spark of inspiration ignites like a shooting star in the night sky. ,Spark,Nightskywatcher,Facebook,#Spark #Inspirationignited,30.0,60.0,Australia,23,2018-02-10,23:30:00
Imbued with gratitude for the simple pleasure of a warm cup of tea. ,Gratitude,Teaenthusiast,Twitter,#Gratitude #Warmtea,18.0,35.0,Japan,8,2023-02-15,08:30:00
Marveling at the kaleidoscope of colors in a vibrant street market. ,Marvel,Marketexplorer,Instagram,#Marvel #Colorfulstreetmarket,22.0,45.0,Brazil,15,2015-08-22,15:00:00
Awash with serenity as the sun sets over a tranquil lakeside retreat. ,Serenity,Lakesideretreater,Facebook,#Serenity #Tranquilsunset,28.0,55.0,Germany,18,2020-11-20,18:45:00
Drowning in sorrow as memories of lost love resurface.            ,Heartbreak,Lostinlove,Instagram,#Heartbreak #Lostlove,15.0,30.0,Usa,21,2019-08-05,21:00:00
Numbness sets in as the weight of loneliness grows heavier.       ,Loneliness,Solitudeseeker,Twitter,#Loneliness #Heavyheart,18.0,35.0,Canada,16,2021-02-12,16:45:00
"Tears fall like raindrops, mourning the end of a cherished friendship. ",Grief,Friendshipsend,Facebook,#Grief #Lostfriendship,22.0,45.0,Uk,14,2020-11-28,14:20:00
"Despair clouds the mind, feeling adrift in an endless sea of darkness. ",Despair,Lostindarkness,Instagram,#Despair #Endlessdarkness,28.0,55.0,Australia,22,2016-05-15,22:30:00
"Shattered by betrayal, trust crumbles like fragile glass.          ",Betrayal,Brokentrust,Twitter,#Betrayal #Shatteredtrust,22.0,45.0,Germany,13,2018-09-10,13:15:00
"Aching heart, the symphony of pain plays in the silence of solitude. ",Suffering,Silentsufferer,Facebook,#Suffering #Heartachesymphony,25.0,50.0,Brazil,19,2022-03-20,19:30:00
"Emotional storm, a whirlwind of sadness engulfs every thought.    ",Emotionalstorm,Stormyfeelings,Instagram,#Emotionalstorm #Sadnesswhirlwind,30.0,60.0,India,17,2017-07-18,17:45:00
"Haunted by regrets, the ghost of the past lingers relentlessly.   ",Regret,Lingeringghost,Twitter,#Regret #Hauntedpast,18.0,35.0,France,10,2018-12-15,10:00:00
"Torn apart by grief, the echoes of loss reverberate through the soul. ",Grief,Echoesofloss,Facebook,#Grief #Tornapart,28.0,55.0,Italy,21,2015-06-28,21:15:00
"Isolation deepens, an emotional winter where warmth is but a distant memory. ",Isolation,Winterofemotions,Instagram,#Isolation #Emotionalwinter,35.0,70.0,Japan,14,2020-04-02,14:20:00
"Soul-crushing disappointment, hopes shattered like fragile glass. ",Disappointment,Shatteredhopes,Twitter,#Disappointment #Crushedhopes,20.0,40.0,Spain,18,2019-10-08,18:30:00
"Painful echoes of a love once cherished, now lost in the abyss of time. ",Lostlove,Abyssoftime,Facebook,#Lostlove #Painfulechoes,22.0,45.0,Netherlands,9,2016-11-22,09:45:00
"Heartache deepens, a solitary journey through the abyss of despair. ",Despair,Solitarydescent,Instagram,#Despair #Abyssofheartache,40.0,80.0,South Africa,22,2022-08-18,22:00:00
"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ",Melancholy,Serenadeofsolitude,Twitter,#Melancholy #Quietserenade,18.0,35.0,Uk,23,2017-03-12,23:30:00
"Bitterness like a poison, seeping into every crevice of the wounded heart. ",Bitterness,Poisonedheart,Facebook,#Bitterness #Woundedheart,25.0,50.0,Australia,16,2015-12-15,16:15:00
"Emotional exhaustion, the weight of the world crushing weary shoulders. ",Exhaustion,Wearysoulcrushed,Instagram,#Exhaustion #Crushedspirit,35.0,70.0,Canada,13,2021-09-05,13:30:00
"Sorrowful echoes, a symphony of pain played by the strings of loss. ",Sorrow,Stringsofsorrow,Twitter,#Sorrow #Symphonyofloss,18.0,35.0,Germany,20,2018-05-22,20:45:00
"Darkness descends, engulfing the soul in the shadows of despair.  ",Darkness,Soulinshadow,Facebook,#Darkness #Soulengulfed,28.0,55.0,Usa,18,2016-07-10,18:20:00
"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ",Desperation,Whispereddespair,Instagram,#Desperation #Glimmerofhope,22.0,45.0,France,14,2019-04-30,14:00:00
"Heart in ruins, the remnants of shattered dreams scattered in the wind. ",Ruins,Dreamsinwind,Twitter,#Ruins #Shattereddreams,20.0,40.0,Brazil,11,2022-01-08,11:30:00
"Shattered by the echoes of a shattered dream, fragments of hope scattered. ",Desolation,Dreamechoes,Twitter,#Desolation #Scatteredhope,20.0,40.0,Australia,19,2017-09-10,19:15:00
"Avoiding the thorns of regret, walking barefoot on the path of remorse. ",Regret,Remorsewalker,Instagram,#Regret #Pathofremorse,25.0,50.0,Canada,11,2022-04-18,11:30:00
"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",Grief,Joylabyrinth,Facebook,#Grief #Lostjoyfootsteps,18.0,35.0,Usa,21,2018-12-05,21:45:00
"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ",Loneliness,Solitudeseas,Twitter,#Loneliness #Crashingwaves,22.0,45.0,Uk,14,2016-06-28,14:20:00
"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",Bitterness,Palatestainer,Instagram,#Bitterness #Stainedtrust,15.0,30.0,Germany,17,2019-10-22,17:00:00
"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ",Desolation,Hoperuins,Facebook,#Desolation #Whisperedloss,28.0,55.0,Brazil,22,2021-03-15,22:45:00
"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ",Heartbreak,Oceansinker,Twitter,#Heartbreak #Rippleofdespair,22.0,45.0,France,19,2017-08-10,19:30:00
"Tears, the ink staining the pages of a journal, a testament to silent grief. ",Grief,Inkjournalist,Instagram,#Grief #Silenttears,30.0,60.0,India,14,2023-01-28,14:30:00
"In the wasteland of lost trust, the echoes of broken promises reverberate. ",Betrayal,Trustwasteland,Facebook,#Betrayal #Reverberatingpromises,25.0,50.0,Italy,10,2016-12-12,10:00:00
"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ",Resilience,Dreamtightrope,Twitter,#Resilience #Tightropewalk,35.0,70.0,Japan,15,2020-07-18,15:15:00
"Suffocating in the silence of solitude, where echoes of laughter once thrived. ",Isolation,Echoedlaughter,Instagram,#Isolation #Silentsolitude,30.0,60.0,South Africa,20,2022-05-20,20:30:00
"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ",Regret,Possibilityghost,Twitter,#Regret #Fadingpossibilities,18.0,35.0,Spain,14,2019-11-08,14:45:00
"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ",Despair,Endlesslabyrinth,Facebook,#Despair #Endlessreverberation,28.0,55.0,Australia,22,2017-03-28,22:00:00
"Sinking like autumn leaves in the river of sorrow, carried away by the current. ",Sorrow,Riverofsorrow,Instagram,#Sorrow #Autumnleaves,22.0,45.0,Canada,18,2020-09-15,18:15:00
"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ",Desolation,Dreamgardener,Twitter,#Desolation #Shatteredhopes,20.0,40.0,Uk,13,2018-06-10,13:30:00
"Tears, the currency of grief, spent in the marketplace of lost love and longing. ",Grief,Currencyoftears,Facebook,#Grief #Lostlovelonging,25.0,50.0,Usa,21,2016-12-22,21:45:00
"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ",Betrayal,Mazewanderer,Instagram,#Betrayal #Closingwalls,15.0,30.0,Germany,16,2021-01-05,16:20:00
"A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ",Heartbreak,Stormseeker,Twitter,#Heartbreak #Calmafterstorm,22.0,45.0,Brazil,11,2019-04-18,11:00:00
"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ",Despair,Tapestrysorrow,Facebook,#Despair #Unraveledhope,18.0,35.0,India,19,2017-08-28,19:30:00
"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ",Loss,Witheredrose,Instagram,#Loss #Silentsurrender,28.0,55.0,France,14,2023-02-10,14:30:00
"In the void of heartache, echoes of a love song play, each note a pang of longing. ",Heartache,Lovesongecho,Instagram,#Heartache #Lovesonglonging,30.0,60.0,Japan,22,2022-07-10,22:15:00
"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ",Nostalgia,Moonlitmemories,Twitter,#Nostalgia #Cherishedmemories,18.0,35.0,Italy,21,2019-05-15,21:30:00
"In the symphony of grief, each tear is a note, composing a melancholic melody. ",Grief,Symphonyoftears,Facebook,#Grief #Melancholicmelody,22.0,45.0,Germany,14,2018-11-28,14:00:00
"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ",Betrayal,Venomousgarden,Instagram,#Betrayal #Poisonedtrust,25.0,50.0,Canada,17,2021-03-02,17:45:00
"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ",Despair,Quicksandfighter,Twitter,#Despair #Deepdescent,20.0,40.0,Usa,19,2016-10-18,19:30:00
"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ",Desolation,Dreamcemetery,Facebook,#Desolation #Untoldsorrows,28.0,55.0,France,12,2020-08-15,12:30:00
"Swept away by the river of regret, the currents of the past refusing to release. ",Regret,Regretriver,Instagram,#Regret #Pastcurrents,18.0,35.0,Uk,16,2017-04-28,16:20:00
"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ",Loss,Heartattic,Twitter,#Loss #Forgottenlove,22.0,45.0,Australia,21,2019-09-10,21:00:00
"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ",Betrayal,Promisegallery,Facebook,#Betrayal #Shatteredvows,15.0,30.0,Brazil,13,2022-01-28,13:45:00
"The echoes of solitude, a silent conversation between a soul and its shadows. ",Solitude,Echoedconversation,Instagram,#Solitude #Shadowconversation,30.0,60.0,Spain,22,2016-06-15,22:30:00
"Dancing on sunshine, each step a celebration of the joy found in simple moments. ",Joy,Sunshinedancer,Instagram,#Joy #Simplemoments,40.0,80.0,Usa,15,2021-08-20,15:45:00
"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher. ",Happiness,Echoedlaughter,Twitter,#Happiness #Spiritlifter,35.0,70.0,Canada,18,2018-04-12,18:30:00
"In the garden of contentment, each bloom whispers tales of inner peace and joy. ",Contentment,Gardenofjoy,Facebook,#Contentment #Innerpeace,25.0,50.0,Uk,12,2022-02-15,12:20:00
"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm. ",Enthusiasm,Dreamchaser,Instagram,#Enthusiasm #Hopefuljourney,30.0,60.0,Australia,14,2019-10-28,14:15:00
"Serenading the stars with a heart full of gratitude, a melody of thankfulness. ",Gratitude,Starserenader,Twitter,#Gratitude #Thankfulmelody,22.0,45.0,India,21,2017-12-22,21:00:00
"Basking in the glow of accomplishment, each milestone a stepping stone to happiness. ",Accomplishment,Glowachiever,Facebook,#Accomplishment #Happinessmilestone,28.0,55.0,Germany,17,2020-06-10,17:30:00
